date/time,type,pid,description,quantity,fulfilment,product sales,postage credits,selling fees,fbsp fees,total
19 Feb 2021 14:19:53 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
19 Feb 2021 15:17:26 UTC,Order,03-AQO4-VD85,Soft Furnishings (Professional Results),1,Partner,7.21,0,-2.1,-2.21,2.9
19 Feb 2021 15:26:08 UTC,Order,Z6-SHW6-D3RL,"Xavier: A British Secret Agent With The French Resistance: The Story of Richard Heslop, One of SOE's Greatest Agents",1,Partner,5.79,0,-1.89,-1.66,2.24
19 Feb 2021 15:41:53 UTC,Order,KZ-XB8N-Z46V,We Sold Our Souls,1,Partner,8.95,0,-2.37,-1.76,4.82
19 Feb 2021 16:02:03 UTC,Order,P3-TCTN-X358,The Secret Pleasures of Menopause,1,Partner,11.87,0,-2.82,-1.66,7.39
19 Feb 2021 16:28:43 UTC,Order,5F-7XAF-E4RN,Girl with a One-Track Mind: Confessions of the Seductress Next Door,1,Partner,6.8,0,-2.04,-1.76,3
19 Feb 2021 16:37:05 UTC,Order,FT-7SOT-1MN5,The Law Of The Playground: A puerile and disturbing dictionary of playground insults and games,1,Partner,6,0,-1.92,-1.66,2.42
19 Feb 2021 20:12:26 UTC,Order,YH-F25Y-4KH9,Color Me Jane: A Jane Austen Colouring Book,1,Partner,9.49,3.99,-2.45,-5.08,5.95
19 Feb 2021 20:26:08 UTC,Order,3P-1HP8-6ITX,Nostalgic Delights: Classic Confections & Timeless Treats,1,Partner,14.8,0.37,-3.26,-2.65,8.89
19 Feb 2021 21:14:47 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,3.99,-2.53,-5.53,5.92
19 Feb 2021 21:23:30 UTC,Order,QV-BOBP-CI69,Dreamstreets: A Journey Through Britain's Village Utopias,1,Partner,9.75,3.99,-2.49,-5.53,5.72
19 Feb 2021 21:24:17 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,1,-1.81,-2.21,1.28
19 Feb 2021 21:31:23 UTC,Order,JU-JVDL-B401,100 Facts Rainforests,1,Partner,7.19,1,-2.1,-1.66,3.43
19 Feb 2021 21:32:34 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
19 Feb 2021 21:36:27 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
19 Feb 2021 21:37:36 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
19 Feb 2021 22:30:09 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,6.8,0,-2.04,-1.76,3
19 Feb 2021 23:24:51 UTC,Order,5F-7XAF-E4RN,Girl with a One-Track Mind: Confessions of the Seductress Next Door,1,Partner,6.8,1.99,-2.04,-3.42,3.33
19 Feb 2021 23:44:28 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
20 Feb 2021 01:29:57 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
20 Feb 2021 14:19:27 UTC,Order,0Y-NBQM-TD5T,The Battle of the Bulge: The Allies' Greatest Conflict on the Western Front,1,Partner,6.95,0,-2.06,-1.76,3.13
20 Feb 2021 16:21:01 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
20 Feb 2021 17:06:45 UTC,Order,KK-NE8X-EBEX,Oldham Athletic A Pictorial History,1,Partner,5.95,0,-1.91,-1.76,2.28
20 Feb 2021 17:09:29 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
20 Feb 2021 17:14:25 UTC,Order,FO-77QC-U2LV,Chloe Sims - the Only Way is Up - My Story,1,Partner,4.99,0,-1.25,-1.76,1.98
20 Feb 2021 17:14:31 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
20 Feb 2021 17:17:45 UTC,Order,KZ-XB8N-Z46V,We Sold Our Souls,1,Partner,8.95,0,-2.37,-1.76,4.82
20 Feb 2021 21:06:26 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,6.8,0,-2.04,-1.76,3
20 Feb 2021 21:27:27 UTC,Order,WZ-B1RX-DH91,Images of the Past: Coal Mine Disasters in the Modern Era c. 1900 - 1980,1,Partner,9.99,0,-2.53,-2.21,5.25
20 Feb 2021 22:25:30 UTC,Order,3K-73XY-R2VD,Red Riding Hood (My Favourite Fairy Tales Board Book),1,Partner,5.22,0,-1.8,-1.76,1.66
21 Feb 2021 01:46:01 UTC,Order,WJ-8FPD-XASE,Right Time Baby: The Complete Guide to Later Motherhood,1,Partner,6,0,-1.92,-2.21,1.87
21 Feb 2021 02:21:16 UTC,Order,2V-3JMB-5OTJ,Pain: The Fifth Vital Sign,1,Partner,8.2,0,-2.25,-2.21,3.74
21 Feb 2021 12:37:30 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
21 Feb 2021 14:00:53 UTC,Order,VD-Q2BB-BR36,Vengeful,1,Partner,6.8,0,-2.04,-2.21,2.55
21 Feb 2021 14:15:36 UTC,Order,HE-8QGY-OBF8,Narcomania: How Britain Got Hooked On Drugs,1,Partner,4.49,0,-1.23,-1.66,1.6
21 Feb 2021 14:21:01 UTC,Order,GO-FSM9-CGJ6,The Woman Who Shot Mussolini,1,Partner,8.99,0,-2.38,-2.21,4.4
21 Feb 2021 16:33:24 UTC,Order,MV-B10K-L8L9,MasterChef Quick Wins,1,Partner,7.97,0,-2.22,-1.76,3.99
21 Feb 2021 16:47:08 UTC,Order,IQ-GSGM-5XZI,The Fun Stuff and Other Essays,1,Partner,4.69,0,-1.24,-1.76,1.69
21 Feb 2021 17:19:47 UTC,Order,DZ-EPLX-EVUN,Future Babble: Why Expert Predictions Fail and Why We Believe them Anyway,1,Partner,4.99,0,-1.25,-1.76,1.98
21 Feb 2021 19:26:05 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0.64,-2.15,-1.76,3.58
21 Feb 2021 19:42:33 UTC,Order,KZ-XB8N-Z46V,We Sold Our Souls,1,Partner,8.95,0,-2.37,-1.76,4.82
21 Feb 2021 20:40:45 UTC,Order,0T-T8FN-3NX5,Voyageur: Across the Rocky Mountains in a Birchbark Canoe (The Hungry Student),1,Partner,5.73,0,-1.88,-2.21,1.64
21 Feb 2021 21:24:08 UTC,Order,16-1IDY-KTNJ,Critical Times,1,Partner,8.99,0,-2.38,-2.21,4.4
21 Feb 2021 22:04:32 UTC,Order,1T-DMTI-RCQY,The Stairwell,1,Partner,5,0,-1.77,-1.66,1.57
21 Feb 2021 22:25:20 UTC,Order,5U-0CRK-OE4I,The Unwinding: An Inner History of the New America,1,Partner,12.19,0,-2.87,-2.21,7.11
21 Feb 2021 22:39:15 UTC,Order,KK-NE8X-EBEX,Oldham Athletic A Pictorial History,1,Partner,5.95,0,-1.91,-1.76,2.28
21 Feb 2021 23:42:31 UTC,Order,IJ-1U34-J0VH,3 Commando Brigade,1,Partner,4.92,0,-1.25,-1.76,1.91
22 Feb 2021 01:26:25 UTC,Order,XL-0QL2-DQWR,The Dark Vault,1,Partner,5.89,0,-1.9,-2.21,1.78
22 Feb 2021 02:23:04 UTC,Order,GO-FSM9-CGJ6,The Woman Who Shot Mussolini,1,Partner,8.99,0,-2.38,-2.21,4.4
22 Feb 2021 03:59:33 UTC,Order,C7-GFMX-CSBE,TV Go Home,1,Partner,6.3,0,-1.96,-1.76,2.58
22 Feb 2021 08:20:05 UTC,Order,RY-X8JY-I10C,The Golden Scales: A Makana Investigation,1,Seller,0.59,2.8,-1.17,0,2.22
22 Feb 2021 12:08:04 UTC,Order,14-OE7J-SAF9,Dark Spectre,1,Partner,7.99,0,-2.22,-1.76,4.01
22 Feb 2021 12:55:49 UTC,Order,8I-BC6B-DZC5,Daily Love: Growing Into Grace,1,Partner,5.25,0,-1.8,-1.76,1.69
22 Feb 2021 14:27:54 UTC,Order,LM-QINW-V05Y,"""Life on Mars""",1,Partner,5.8,0,-1.89,-2.21,1.7
22 Feb 2021 14:37:27 UTC,Order,EL-TOLE-MTMG,War And Peas: 1,1,Partner,6.51,0,-4,-1.66,0.85
22 Feb 2021 14:37:27 UTC,Order,EL-TOLE-MTMG,War And Peas: 1,1,Partner,6.51,0,0,-1.66,4.85
22 Feb 2021 15:03:07 UTC,Order,KK-NE8X-EBEX,Oldham Athletic A Pictorial History,1,Partner,5.95,0,-1.91,-1.76,2.28
22 Feb 2021 16:22:30 UTC,Order,3P-1HP8-6ITX,Nostalgic Delights: Classic Confections & Timeless Treats,1,Partner,14.8,0,-3.26,-2.65,8.89
22 Feb 2021 16:25:02 UTC,Order,B9-86A3-JGN8,Secret Muses: The Life of Frederick Ashton,1,Partner,14,1.49,-3.14,-2.49,8.37
22 Feb 2021 16:31:12 UTC,Order,VD-Q2BB-BR36,Vengeful,1,Partner,6.8,1.49,-2.04,-2.21,2.55
22 Feb 2021 16:31:25 UTC,Order,Z6-0BJ1-G7AI,The Prince and the Porker,1,Partner,4.79,0,-1.24,-2.32,1.23
22 Feb 2021 16:53:10 UTC,Order,DI-B8P1-HZ8K,Freedom In Exile: The Autobiography of the Dalai Lama of Tibet: Autobiography of His Holiness the Dalai Lama of Tibet,1,Partner,7.8,0,-2.19,-1.76,3.85
22 Feb 2021 17:15:37 UTC,Order,VD-Q2BB-BR36,Vengeful,1,Partner,6.8,0,-2.04,-2.21,2.55
22 Feb 2021 17:48:38 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,3.99,-1.81,-5.53,1.95
22 Feb 2021 17:53:05 UTC,Order,QN-LC81-9XNU,Ugly: The Aesthetics of Everything,1,Partner,8.18,0,-2.25,-2.65,3.28
22 Feb 2021 18:35:22 UTC,Order,KZ-XB8N-Z46V,We Sold Our Souls,1,Partner,8.95,0,-2.37,-1.76,4.82
22 Feb 2021 19:40:46 UTC,Order,27-RTWX-GRDU,The World's Laziest Duck: and other Amazing Records,1,Partner,6.51,0,-2,-1.66,2.85
22 Feb 2021 19:53:35 UTC,Order,C7-GFMX-CSBE,TV Go Home,1,Partner,6.3,0,-1.96,-1.76,2.58
22 Feb 2021 20:55:04 UTC,Order,JJ-UXCI-P3MQ,The Spring Rabbit,1,Partner,5.99,0,-1.92,-1.66,2.41
22 Feb 2021 21:07:54 UTC,Order,JJ-UXCI-P3MQ,The Spring Rabbit,1,Partner,5.99,0,-1.92,-1.66,2.41
22 Feb 2021 22:29:59 UTC,Order,FO-77QC-U2LV,Chloe Sims - the Only Way is Up - My Story,1,Partner,4.92,0,-1.25,-1.76,1.91
22 Feb 2021 22:43:57 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
22 Feb 2021 22:59:20 UTC,Order,5F-7XAF-E4RN,Girl with a One-Track Mind: Confessions of the Seductress Next Door,1,Partner,6.3,0,-1.96,-1.76,2.58
23 Feb 2021 00:03:38 UTC,Order,FO-77QC-U2LV,Chloe Sims - the Only Way is Up - My Story,1,Partner,4.92,0,-1.25,-1.76,1.91
23 Feb 2021 00:14:46 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
23 Feb 2021 00:48:20 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
23 Feb 2021 00:49:34 UTC,Order,T1-0T5L-87IP,Inspiring Zentangle Projects,1,Partner,7.59,0,-2.16,-2.21,3.22
23 Feb 2021 01:03:24 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
23 Feb 2021 01:26:21 UTC,Order,0J-91HU-2PGE,How To Be A Police Officer,1,Partner,8.92,2.22,-2.36,-3.61,5.17
23 Feb 2021 01:28:34 UTC,Order,P5-NXMZ-X7HN,Practical Printmaking,1,Partner,7.97,0,-2.22,-2.21,3.54
23 Feb 2021 03:04:45 UTC,Order,PM-A3SI-7MIO,The Theory & Practice of Gamesmanship: or The Art of Winning Games Without Actually Cheating,1,Partner,7.52,0,-2.15,-1.66,3.71
23 Feb 2021 03:05:29 UTC,Order,14-OE7J-SAF9,Dark Spectre,1,Partner,7.99,0,-2.22,-1.76,4.01
23 Feb 2021 03:19:19 UTC,Order,H2-RRQG-NTRS,Romantic English Homes,1,Partner,13.54,1.12,-3.07,-2.65,7.82
23 Feb 2021 03:24:24 UTC,Order,T1-25C6-OYBH,"From Hell Companion, The",1,Partner,8.09,0,-2.24,-2.21,3.64
23 Feb 2021 09:30:43 UTC,Order,XL-0QL2-DQWR,The Dark Vault,1,Partner,5.89,0,-1.9,-2.21,1.78
23 Feb 2021 09:31:19 UTC,Order,XL-0QL2-DQWR,The Dark Vault,1,Partner,5.89,0,-1.9,-2.21,1.78
23 Feb 2021 10:39:14 UTC,Order,XY-XJIO-WK4J,Don't Sweat the Aubergine: What Works in the Kitchen and Why,1,Partner,8.13,0,-2.24,-1.76,4.13
23 Feb 2021 12:06:21 UTC,Order,IQ-GSGM-5XZI,The Fun Stuff and Other Essays,1,Partner,4.69,0,-1.24,-1.76,1.69
23 Feb 2021 12:22:10 UTC,Order,RE-0CVB-WELU,Sex & Drugs & Rebel Tours: The England Cricket Team in the 1980s,1,Partner,6.99,1.5,-2.07,-1.76,3.16
23 Feb 2021 13:26:12 UTC,Order,T8-L45Q-V32V,The Odd Couple: The curious friendship between Kingsley Amis and Philip Larkin,1,Partner,6.84,0,-2.05,-2.21,2.58
23 Feb 2021 13:40:28 UTC,Order,ZU-U62C-XQL8,Death of a Liar (Hamish Macbeth),1,Partner,4.99,1.49,-1.25,-1.66,2.08
23 Feb 2021 14:00:28 UTC,Order,JU-JVDL-B401,100 Facts Rainforests,1,Partner,7.19,0,-2.1,-1.66,3.43
23 Feb 2021 15:20:20 UTC,Order,LM-QINW-V05Y,"""Life on Mars""",1,Partner,5.8,1.5,-1.89,-2.21,1.7
23 Feb 2021 16:27:24 UTC,Order,WE-OE7E-TS3R,Gently By the Shore (Inspector George Gently 2),1,Partner,4.99,0,-1.25,-1.66,2.08
23 Feb 2021 16:42:22 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
23 Feb 2021 17:15:50 UTC,Order,1M-EHQ3-7C05,Clubland Confidential,1,Partner,5.99,0,-1.92,-1.76,2.31
23 Feb 2021 17:16:16 UTC,Order,XN-PUTX-HSOH,Disputed Earth: Geology and Trench Warfare on the Western Front 1914-18,1,Partner,10.87,2,-2.66,-3.88,6.33
23 Feb 2021 19:26:12 UTC,Order,FO-77QC-U2LV,Chloe Sims - the Only Way is Up - My Story,1,Partner,4.92,0,-1.25,-1.76,1.91
23 Feb 2021 20:04:05 UTC,Order,5M-N9ZH-7LBI,Pitch Black: The Story of Black British Footballers,1,Partner,7.91,0,-2.21,-2.21,3.49
23 Feb 2021 20:53:27 UTC,Order,LF-ODO0-DNBT,Michael Langford's 35mm Handbook: The Problem-Solving Book for Every Photographic Situation,1,Partner,5.43,2.25,-1.83,-1.76,1.84
23 Feb 2021 20:54:27 UTC,Order,GE-A1ZV-NAKY,Marmaduke the Very Popular Dragon,1,Partner,6.97,0,-2.07,-2.32,2.58
23 Feb 2021 21:21:00 UTC,Order,KZ-XB8N-Z46V,We Sold Our Souls,1,Partner,8.9,0,-2.36,-1.76,4.78
23 Feb 2021 22:24:12 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.49,0,-2.3,-2.21,3.98
23 Feb 2021 23:24:38 UTC,Order,FO-77QC-U2LV,Chloe Sims - the Only Way is Up - My Story,1,Partner,4.92,0,-1.25,-1.76,1.91
24 Feb 2021 01:46:16 UTC,Order,LF-ODO0-DNBT,Michael Langford's 35mm Handbook: The Problem-Solving Book for Every Photographic Situation,1,Partner,5.43,3.99,-1.83,-5.08,2.51
24 Feb 2021 01:57:28 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
24 Feb 2021 03:31:01 UTC,Order,QN-LC81-9XNU,Ugly: The Aesthetics of Everything,1,Partner,8.18,0,-2.25,-2.65,3.28
24 Feb 2021 04:37:05 UTC,Order,LH-5B6V-NU6U,MOZ,1,Partner,9,0,-2.38,-2.21,4.41
24 Feb 2021 11:53:37 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.49,0,-2.3,-2.21,3.98
24 Feb 2021 13:19:49 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
24 Feb 2021 13:26:35 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
24 Feb 2021 19:40:05 UTC,Order,VD-Q2BB-BR36,Vengeful,1,Partner,7.24,0,-2.11,-2.21,2.92
24 Feb 2021 22:07:48 UTC,Order,04-UGMK-IE1W,"For Richer, For Poorer: Confessions of a Player",1,Partner,5.3,0,-1.81,-2.21,1.28
24 Feb 2021 22:33:04 UTC,Order,27-RTWX-GRDU,The World's Laziest Duck: and other Amazing Records,1,Partner,6.51,0,-2,-1.66,2.85
25 Feb 2021 00:10:46 UTC,Order,LH-5B6V-NU6U,MOZ,1,Partner,9,0,-2.38,-2.21,4.41
25 Feb 2021 01:22:23 UTC,Order,UO-9XJ7-QPUO,The Ghost Army: Conning the Third Reich,1,Partner,7.09,3.99,-2.08,-5.08,3.92
25 Feb 2021 01:26:16 UTC,Order,HP-3RK7-S5DR,iExplore - Bugs: An Augmented Reality Book,1,Partner,12.79,0,-2.96,-1.76,8.07
25 Feb 2021 04:48:30 UTC,Order,FW-6NEQ-WD0O,Tom Cribb: The Life of the Black Diamond,1,Partner,12.78,1.34,-2.96,-3.33,7.83
25 Feb 2021 12:09:57 UTC,Order,0J-91HU-2PGE,How To Be A Police Officer,1,Partner,8.92,0,-2.36,-1.76,4.8
25 Feb 2021 14:25:47 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,0,-2.38,-2.21,4.4
25 Feb 2021 15:43:16 UTC,Order,C7-GFMX-CSBE,TV Go Home,1,Partner,6.3,0,-1.96,-1.76,2.58
25 Feb 2021 15:45:06 UTC,Order,8J-OIM0-E2Q0,Stop Overeating: The 28-day plan to end emotional eating,1,Partner,5.08,0,-1.78,-1.76,1.54
25 Feb 2021 16:32:36 UTC,Order,3P-1HP8-6ITX,Nostalgic Delights: Classic Confections & Timeless Treats,1,Partner,14.8,0,-3.26,-2.65,8.89
25 Feb 2021 16:40:43 UTC,Order,8V-H4OJ-LCEL,Hamlyn All Colour Cookery: 200 Pies & Tarts: Hamlyn All Colour Cookbook,1,Partner,8.99,1.33,-2.38,-2.87,5.07
25 Feb 2021 16:42:35 UTC,Order,7Y-L1N4-UYEM,The Greatest Storm,1,Partner,6.19,0,-1.95,-1.76,2.48
25 Feb 2021 17:16:18 UTC,Order,C7-GFMX-CSBE,TV Go Home,1,Partner,6.3,0,-1.96,-1.76,2.58
25 Feb 2021 17:49:26 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0.8,-2.15,-2.43,3.71
25 Feb 2021 18:34:02 UTC,Order,VD-Q2BB-BR36,Vengeful,1,Partner,6.8,1.49,-2.04,-2.21,2.55
25 Feb 2021 20:30:33 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
25 Feb 2021 21:07:02 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
25 Feb 2021 21:19:11 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,0,-2.38,-2.21,4.4
25 Feb 2021 21:22:46 UTC,Order,WR-NY9G-0KFD,Digital Film-Making,1,Partner,4.69,0,-1.24,-1.66,1.79
25 Feb 2021 21:28:30 UTC,Order,Y3-XH5Y-MERB,Rivals: Newcastle United vs Sunderland - Classic Tyne and Wear Derby Games,1,Partner,6.59,0,-2.01,-1.66,2.92
25 Feb 2021 21:37:56 UTC,Order,14-PX6V-1P05,Red Azalea,1,Partner,5.52,0,-1.84,-1.66,2.02
25 Feb 2021 22:20:33 UTC,Order,DY-B86V-DFFH,"The Penalty King: The Autobiography of Johnny Hubbard, Rangers' Star of the 1950s",1,Partner,7.05,0,-2.08,-2.21,2.76
25 Feb 2021 22:24:08 UTC,Order,14-PX6V-1P05,Red Azalea,1,Partner,5.52,0,-1.84,-1.66,2.02
25 Feb 2021 23:25:28 UTC,Order,8D-EX9R-49LS,Real Roy of the Rovers Stuff!: Roy's True Story,1,Partner,6.2,0,-1.95,-1.76,2.49
26 Feb 2021 00:11:19 UTC,Order,2F-R5OV-07ST,"German Schoolboy, British Commando",1,Partner,9.5,0,-2.45,-1.76,5.29
26 Feb 2021 04:04:54 UTC,Order,AR-FG80-1P5H,Junior Encyclopedia,1,Partner,12.8,0,-2.96,-2.21,7.63
26 Feb 2021 11:58:38 UTC,Order,Z6-0BJ1-G7AI,The Prince and the Porker,1,Partner,4.79,0,-1.24,-2.32,1.23
26 Feb 2021 13:41:17 UTC,Order,LH-5B6V-NU6U,MOZ,1,Partner,9,1.49,-2.38,-2.21,4.41
26 Feb 2021 14:14:57 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,3.99,-2.38,-5.53,5.07
26 Feb 2021 14:15:00 UTC,Order,FT-7SOT-1MN5,The Law Of The Playground: A puerile and disturbing dictionary of playground insults and games,1,Partner,6,0,-1.92,-1.66,2.42
26 Feb 2021 16:00:25 UTC,Order,0C-4X17-QBEW,Williams Plays: 4: Sucker Punch; Category B; Joe Guy; Baby Girl; There's Only One Wayne Matthews (Contemporary Dramatists),1,Partner,8.61,0,-2.32,-2.21,4.08
26 Feb 2021 17:21:57 UTC,Order,14-PX6V-1P05,Red Azalea,1,Partner,5.52,0,-1.84,-1.66,2.02
26 Feb 2021 17:31:54 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
26 Feb 2021 18:02:55 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,0,-2.38,-2.21,4.4
26 Feb 2021 21:44:54 UTC,Order,09-TLA1-PTLZ,The Pendulum Years: Britain in the Sixties,1,Partner,9.99,0,-2.53,-2.21,5.25
26 Feb 2021 22:26:05 UTC,Order,N0-LVRZ-ASBU,The Guardian Columns,1,Partner,7.19,1.74,-2.1,-3.21,3.62
26 Feb 2021 23:41:25 UTC,Order,UO-9XJ7-QPUO,The Ghost Army: Conning the Third Reich,1,Partner,7.09,0,-2.08,-1.76,3.25
27 Feb 2021 01:00:57 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,0,-2.38,-2.21,4.4
27 Feb 2021 02:33:08 UTC,Order,V5-P6SB-E04F,Edmund Gosse: A Literary Landscape,1,Partner,7.93,0,-2.21,-2.21,3.51
27 Feb 2021 04:25:51 UTC,Order,O3-T0NA-M90M,The Prometheans: John Martin and the Generation That Stole the Future,1,Partner,7.99,0,-2.22,-1.76,4.01
27 Feb 2021 04:26:03 UTC,Order,0Y-NBQM-TD5T,The Battle of the Bulge: The Allies' Greatest Conflict on the Western Front,1,Partner,6.95,0,-2.06,-1.76,3.13
27 Feb 2021 12:09:20 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
27 Feb 2021 15:18:48 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
27 Feb 2021 17:25:48 UTC,Order,PT-7TRM-AGCA,Secrets of the Conqueror: The Untold Story of Britain's Most Famous Submarine,1,Partner,17,0,-3.6,-2.21,11.19
27 Feb 2021 17:29:34 UTC,Order,BU-2A9J-08P8,Camo Mania: New disruptive patterns in design,1,Partner,13.03,0.6,-2.99,-2.21,7.83
27 Feb 2021 18:15:52 UTC,Order,6R-3IXE-YOBP,MOZ,1,Seller,6.2,2.8,-2.38,0,6.62
27 Feb 2021 19:42:44 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
27 Feb 2021 21:23:42 UTC,Order,WE-TL0G-32UE,Millie's Marvellous Hat,1,Partner,5.8,0,-1.89,-1.66,2.25
27 Feb 2021 23:53:12 UTC,Order,0J-91HU-2PGE,How To Be A Police Officer,1,Partner,8.92,0,-2.36,-1.76,4.8
27 Feb 2021 23:54:32 UTC,Order,XD-VDW2-W3DD,I Love Cross Stitch - Alphabet Collection: 9 Alphabets for personalized designs: 6,1,Partner,3.99,0,-1.2,-1.66,1.13
28 Feb 2021 01:25:18 UTC,Order,1V-WE8Y-ZNE5,Street Art From Around the World,1,Partner,7.49,0,-2.15,-1.76,3.58
28 Feb 2021 03:21:29 UTC,Order,ZL-5UH9-RIVL,"Night Games: Sex, Power and a Journey into the Dark Heart of Sport",1,Partner,5.99,0,-1.92,-1.76,2.31
28 Feb 2021 04:12:14 UTC,Order,ZU-U62C-XQL8,Death of a Liar (Hamish Macbeth),1,Partner,5.99,0,-1.92,-1.66,2.41
28 Feb 2021 13:59:14 UTC,Order,CI-009W-7JGK,Paul and Virginia,1,Partner,4.99,0.75,-1.25,-1.66,2.08
28 Feb 2021 16:34:03 UTC,Order,SQ-TJ5S-340Z,Greasepaint and Cordite: How ENSA Entertained the Troops During World War II,1,Partner,4.73,0,-1.24,-1.76,1.73
28 Feb 2021 17:10:48 UTC,Order,CP-EBNC-99HK,Consider The Lobster: And Other Essays: Essays and Arguments,1,Partner,8.99,0.59,-2.38,-2.21,4.4
28 Feb 2021 17:23:32 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,0,-2.53,-2.21,5.25
28 Feb 2021 19:30:30 UTC,Order,GB-1TE0-H32I,Trickster Travels: A Sixteenth-Century Muslim Between Worlds,1,Partner,5,0,-1.77,-2.21,1.02
28 Feb 2021 19:36:13 UTC,Order,IE-O1Q3-ILCQ,First Knits: 20 irresistible hand knits for babies: 20 irresistible knits for babies,1,Partner,9.99,2.22,-2.53,-4.06,5.62
28 Feb 2021 19:45:08 UTC,Order,RE-0CVB-WELU,Sex & Drugs & Rebel Tours: The England Cricket Team in the 1980s,1,Partner,6.99,0,-2.07,-1.76,3.16
28 Feb 2021 19:50:36 UTC,Order,5F-7XAF-E4RN,Girl with a One-Track Mind: Confessions of the Seductress Next Door,1,Partner,6.3,0,-1.96,-1.76,2.58
